Date;Time UTC;Latitude;Longitude;Depth;Depth Type;Magnitude Type;Magnitude;Region Name;Last Update;Eqid;
2021-02-13;14:07:51;37.70;141.72;60; ;Mw;7.1;NEAR EAST COAST OF HONSHU, JAPAN;2021-02-15 07:56;948807;
2021-02-11;06:52:32;-23.13;171.58;10; ;Mw;6.0;SOUTHEAST OF LOYALTY ISLANDS;2021-02-11 07:54;947939;
2021-02-10;21:24:00;-23.20;171.59;10; ;Mw;6.4;SOUTHEAST OF LOYALTY ISLANDS;2021-02-11 08:25;947769;
2021-02-10;18:36:41;-22.64;171.31;10;f;Mw;6.1;SOUTHEAST OF LOYALTY ISLANDS;2021-02-11 08:24;947739;
2021-02-10;16:35:22;-22.67;171.28;10;f;Mw;6.1;SOUTHEAST OF LOYALTY ISLANDS;2021-02-10 17:04;947699;
2021-02-10;13:19:59;-23.25;171.49;10;f;Mw;7.7;SOUTHEAST OF LOYALTY ISLANDS;2021-02-10 15:07;947612;
2021-02-10;13:01:59;-22.78;171.58;10;f;Mw;6.1;SOUTHEAST OF LOYALTY ISLANDS;2021-02-10 14:20;947611;
2021-02-10;12:52:28;-5.62;101.73;10; ;Mw;6.2;SOUTHWEST OF SUMATRA, INDONESIA;2021-02-10 14:22;947608;
2021-02-10;12:24:21;-22.84;171.71;10;f;Mw;6.0;SOUTHEAST OF LOYALTY ISLANDS;2021-02-10 12:45;947601;
2021-02-07;05:45:53;-3.42;145.96;10; ;Mw;6.5;NEAR N COAST OF NEW GUINEA, PNG.;2021-02-07 09:21;946526;
2021-02-07;04:22:56;6.78;125.17;22; ;Mw;6.0;MINDANAO, PHILIPPINES;2021-02-07 09:20;946503;
2021-02-03;05:23:44;-36.16;-97.68;10;f;Mw;6.7;WEST CHILE RISE;2021-02-03 09:22;945272;
2021-01-23;23:36:50;-61.81;-55.38;10; ;Mw;6.9;SOUTH SHETLAND ISLANDS;2021-01-25 08:04;941649;
2021-01-21;12:23:04;5.02;127.53;92; ;Mw;7.0;PHILIPPINE ISLANDS REGION;2021-01-21 13:05;940802;
2021-01-19;02:46:21;-31.83;-68.77;20; ;Mw;6.4;SAN JUAN, ARGENTINA;2021-01-19 10:51;939920;
2021-01-14;18:28:18;-2.94;118.93;20;f;Mw;6.2;SULAWESI, INDONESIA;2021-01-15 10:32;938656;
2021-01-11;21:32:58;51.24;100.51;10; ;Mw;6.7;RUSSIA-MONGOLIA BORDER REGION;2021-01-12 08:38;937821;
2021-01-10;06:48:20;-16.02;167.88;162; ;Mw;6.1;VANUATU;2021-01-10 08:29;937367;
2021-01-10;03:54:13;-24.05;-66.75;210; ;Mw;6.1;JUJUY, ARGENTINA;2021-01-10 08:27;937342;
2021-01-08;05:01:04;-20.71;169.87;120; ;Mw;6.1;VANUATU;2021-01-08 05:39;936818;
2021-01-08;00:28:49;-29.53;-178.78;220; ;Mw;6.3;KERMADEC ISLANDS, NEW ZEALAND;2021-01-08 07:43;936756;
2021-01-06;20:59:34;0.04;122.89;160; ;Mw;6.2;MINAHASA, SULAWESI, INDONESIA;2021-01-07 07:55;936437;
2021-01-06;06:20:35;-29.11;-177.06;40;f;Mw;6.2;KERMADEC ISLANDS, NEW ZEALAND;2021-01-06 07:51;936275;
2021-01-03;12:38:49;51.26;-179.82;28; ;Mw;6.1;ANDREANOF ISLANDS, ALEUTIAN IS.;2021-01-03 14:10;935551;
2020-12-29;11:19:54;45.42;16.21;10;f;Mw;6.4;CROATIA;2020-01-11 08:51;933701;
2020-12-27;21:39:14;-39.33;-74.94;10; ;Mw;6.7;OFF COAST OF LOS LAGOS, CHILE;2020-01-04 13:01;933224;
2020-12-24;23:43:42;13.83;120.62;119; ;Mw;6.3;MINDORO, PHILIPPINES;2020-12-25 11:53;932315;
2020-12-23;18:11:47;6.21;133.59;10; ;Mw;6.1;PALAU REGION;2020-12-24 16:42;931891;
2020-12-20;17:23:22;40.87;142.56;35;f;Mw;6.3;NEAR EAST COAST OF HONSHU, JAPAN;2020-12-20 22:53;931109;
2020-12-15;23:21:59;5.27;125.42;26; ;Mw;6.1;MINDANAO, PHILIPPINES;2020-12-16 07:48;929860;
2020-12-14;15:20:49;-21.81;-68.70;111;f;Mw;6.0;ANTOFAGASTA, CHILE;2020-12-14 15:54;929514;
2020-12-10;13:19:58;24.75;122.09;71; ;Mw;6.2;TAIWAN REGION;2020-12-10 13:45;928408;
2020-12-06;16:47:42;-20.43;-69.00;100; ;Mw;6.1;TARAPACA, CHILE;2020-12-06 20:32;927387;
2020-12-01;20:52:57;-61.95;154.71;10;f;Mw;6.2;BALLENY ISLANDS REGION;2020-12-02 07:54;925887;
2020-12-01;16:22:42;52.88;-168.36;40; ;Mw;6.4;FOX ISLANDS, ALEUTIAN ISLANDS;2020-12-02 07:40;925825;
2020-11-30;22:54:58;-24.36;-66.99;144; ;Mw;6.3;SALTA, ARGENTINA;2020-11-30 23:16;925558;
2020-11-30;22:54:34;48.28;140.84;585; ;Mw;6.4;TATAR STRAIT, RUSSIA;2020-12-01 10:46;925560;
2020-11-25;22:56:03;-62.02;154.81;10;f;Mw;6.1;BALLENY ISLANDS REGION;2020-11-26 00:27;924248;
2020-11-22;00:54:56;-34.60;-73.03;20;f;Mw;6.1;OFFSHORE MAULE, CHILE;2020-11-23 13:51;923211;
2020-11-15;22:37:43;8.74;126.30;46; ;Mw;6.1;MINDANAO, PHILIPPINES;2020-11-16 07:48;921547;
2020-11-11;00:48:42;-19.76;-177.52;400; ;Mw;6.0;FIJI REGION;2020-11-11 01:07;920101;
2020-11-07;09:27:08;-15.26;-173.71;64; ;Mw;6.2;TONGA;2020-11-07 20:54;919051;
2020-11-07;01:10:30;25.65;143.66;10; ;Mw;6.0;VOLCANO ISLANDS, JAPAN REGION;2020-11-07 20:43;918956;
2020-11-06;23:49:19;-62.26;-58.07;15; ;Mw;6.0;SOUTH SHETLAND ISLANDS;2020-11-07 20:38;918945;
2020-11-03;02:40:56;-44.38;-79.35;10;f;Mw;6.0;OFF COAST OF AISEN, CHILE;2020-11-03 07:52;917686;
2020-10-30;11:51:25;37.91;26.84;10;f;Mw;7.0;DODECANESE ISLANDS, GREECE;2020-10-30 12:17;915787;
2020-10-23;07:04:31;-25.69;-179.91;464; ;Mw;6.1;SOUTH OF FIJI ISLANDS;2020-10-23 07:48;913733;
2020-10-23;01:46:17;-36.34;-97.20;10;f;Mw;6.0;WEST CHILE RISE;2020-10-23 06:38;913678;
2020-10-19;20:54:40;54.70;-159.76;40;f;Mw;7.5;SOUTH OF ALASKA;2020-10-20 15:45;912660;
2020-10-08;07:35:32;-6.12;146.17;112; ;Mw;6.3;EASTERN NEW GUINEA REG., P.N.G.;2020-10-08 07:54;909470;
2020-10-06;10:11:45;-18.11;-178.39;625; ;Mw;6.0;FIJI REGION;2020-10-06 10:57;908873;
2020-10-01;10:34:45;-6.00;148.63;80; ;Mw;6.0;NEW BRITAIN REGION, P.N.G.;2020-10-01 11:06;907388;
2020-10-01;01:13:33;-19.45;-174.22;10;f;Mw;6.5;TONGA;2020-10-01 01:34;907181;
2020-09-26;17:10:23;-48.06;31.71;10;f;Mw;6.1;SOUTH OF AFRICA;2020-09-26 23:17;905866;
2020-09-18;21:43:58;0.81;-26.71;10; ;Mw;6.7;CENTRAL MID-ATLANTIC RIDGE;2020-09-18 22:03;903616;
2020-09-15;04:12:17;-15.03;179.83;10; ;Mw;6.1;FIJI;2020-09-15 07:01;902675;
2020-09-15;03:41:26;55.99;158.45;330;f;Mw;6.4;KAMCHATKA PENINSULA, RUSSIA;2020-09-15 15:24;902667;
2020-09-12;02:44:12;38.80;142.08;42; ;Mw;6.1;NEAR EAST COAST OF HONSHU, JAPAN;2020-09-12 16:49;901879;
2020-09-11;07:35:56;-21.40;-69.79;50;f;Mw;6.3;TARAPACA, CHILE;2020-09-14 08:18;901629;
2020-09-08;00:45:21;-4.87;129.76;183; ;Mw;6.1;BANDA SEA;2020-09-08 07:08;900468;
2020-09-07;06:12:41;-17.13;168.44;17; ;Mw;6.2;VANUATU;2020-09-07 06:30;890924;
2020-09-06;15:23:42;6.40;125.71;100; ;Mw;6.4;MINDANAO, PHILIPPINES;2020-09-06 23:13;890754;
2020-09-06;06:51:18;7.67;-37.20;10;f;Mw;6.6;CENTRAL MID-ATLANTIC RIDGE;2020-09-06 08:05;890650;
2020-09-06;02:59:15;-17.14;167.76;10; ;Mw;6.2;VANUATU;2020-09-06 03:22;890597;
2020-09-06;01:16:57;-30.35;-71.50;20; ;Mw;6.3;COQUIMBO, CHILE;2020-09-06 03:21;890563;
2020-09-06;00:21:11;1.69;126.61;40; ;Mw;6.0;MOLUCCA SEA;2020-09-06 03:24;890536;
2020-09-01;21:09:17;-27.93;-71.32;10;f;Mw;6.5;OFFSHORE ATACAMA, CHILE;2020-09-02 06:38;890301;
2020-09-01;04:30:04;-28.08;-70.87;20; ;Mw;6.3;ATACAMA, CHILE;2020-09-04 16:14;890031;
2020-09-01;04:09:27;-27.94;-70.81;2; ;Mw;6.8;ATACAMA, CHILE;2020-09-04 16:07;889967;
2020-08-31;17:24:05;-4.02;70.11;10; ;Mw;6.2;CHAGOS ARCHIPELAGO REGION;2020-09-01 06:34;889970;
2020-08-30;21:20:30;0.87;-29.70;10;f;Mw;6.5;CENTRAL MID-ATLANTIC RIDGE;2020-08-31 06:51;889777;
2020-08-25;19:08:55;-5.45;151.85;34; ;Mw;6.1;NEW BRITAIN REGION, P.N.G.;2020-08-26 06:53;888474;
2020-08-24;21:51:10;9.69;-84.59;31; ;Mw;6.0;COSTA RICA;2020-08-25 06:46;888248;
2020-08-21;04:09:52;-6.68;123.49;643; ;Mw;6.9;BANDA SEA;2020-08-21 04:29;887257;
2020-08-18;22:29:26;-4.11;101.37;39; ;Mw;6.9;SOUTHERN SUMATRA, INDONESIA;2020-08-19 05:15;886534;
2020-08-18;22:23:58;-4.29;101.18;10; ;Mw;6.8;SOUTHERN SUMATRA, INDONESIA;2020-08-18 22:42;886533;
2020-08-18;00:03:48;12.02;124.20;10; ;Mw;6.6;SAMAR, PHILIPPINES;2020-08-18 13:41;886221;
2020-08-12;17:13:14;-7.40;39.84;10; ;Mw;6.0;TANZANIA;2020-08-17 07:18;884694;
2020-08-06;23:36:45;-41.68;42.45;10;f;Mw;6.3;PRINCE EDWARD ISLANDS REGION;2020-08-07 06:46;882976;
2020-08-05;12:05:36;-16.13;168.07;183; ;Mw;6.5;VANUATU;2020-08-17 09:47;882596;
2020-08-01;19:22:06;-3.28;148.63;10; ;Mw;6.0;BISMARCK SEA;2020-08-02 10:00;881644;
2020-08-01;17:09:01;7.33;124.13;473; ;Mw;6.4;MINDANAO, PHILIPPINES;2020-08-01 17:34;881621;
2020-07-28;08:03:45;54.87;-161.24;53; ;Mw;6.1;ALASKA PENINSULA;2020-07-28 09:03;880479;
2020-07-26;00:53:58;-60.70;-25.48;2; ;Mw;6.4;SOUTH SANDWICH ISLANDS REGION;2020-07-26 13:01;879881;
2020-07-22;20:07:19;33.12;86.87;10;f;Mw;6.3;WESTERN XIZANG;2020-07-23 06:44;879003;
2020-07-22;08:13:30;55.28;-159.40;45; ;mb;6.2;ALASKA PENINSULA;2020-07-22 09:27;878841;
2020-07-22;06:12:44;55.14;-158.56;30;f;Mw;7.8;ALASKA PENINSULA;2020-07-22 07:42;878808;
2020-07-21;20:56:24;-20.87;-178.51;608; ;Mw;6.0;FIJI REGION;2020-07-22 06:49;878719;
2020-07-18;15:32:43;-15.37;-173.16;34; ;Mw;6.1;TONGA;2020-07-19 20:20;877849;
2020-07-17;14:03:50;11.98;94.89;10;f;Mw;6.1;ANDAMAN ISLANDS, INDIA REGION;2020-07-17 15:08;877576;
2020-07-17;02:50:23;-7.83;147.73;80; ;Mw;7.0;EASTERN NEW GUINEA REG., P.N.G.;2020-07-17 03:20;877441;
2020-07-06;22:54:49;-5.61;110.71;566; ;Mw;6.6;JAVA SEA;2020-07-07 06:16;874515;
2020-07-06;18:16:18;12.03;140.27;10; ;Mw;6.2;STATE OF YAP, MICRONESIA;2020-07-07 06:10;874445;
2020-06-25;21:05:18;35.60;82.49;10; ;Mw;6.3;XINJIANG-XIZANG BORDER REGION;2020-06-26 06:54;871176;
2020-06-23;15:29:04;16.10;-95.91;10; ;Mw;7.4;OAXACA, MEXICO;2020-06-23 15:54;870434;
2020-06-21;19:07:55;66.41;-18.73;10; ;Mw;6.0;ICELAND REGION;2020-06-22 06:53;869808;
2020-06-18;12:49:53;-33.41;-177.81;8; ;Mw;7.4;SOUTH OF KERMADEC ISLANDS;2020-06-18 15:48;868826;
2020-06-13;21:08:31;18.93;145.04;639; ;Mw;6.2;PAGAN REG., N. MARIANA ISLANDS;2020-06-14 08:49;867446;
2020-06-13;15:51:22;28.88;128.25;155; ;Mw;6.7;RYUKYU ISLANDS, JAPAN;2020-06-13 16:12;867396;
2020-06-10;19:58:50;-15.78;-13.15;10; ;Mw;6.0;SOUTHERN MID-ATLANTIC RIDGE;2020-06-11 06:42;866603;
2020-06-04;08:49:38;2.96;128.24;105; ;Mw;6.4;HALMAHERA, INDONESIA;2020-06-04 09:32;864819;
2020-06-03;07:35:33;-23.32;-68.36;87; ;Mw;6.8;ANTOFAGASTA, CHILE;2020-06-03 08:33;864463;
2020-05-31;05:09:35;-15.35;-70.89;153; ;Mw;6.1;SOUTHERN PERU;2020-05-31 20:45;863453;
2020-05-27;07:09:10;-17.09;167.88;10;f;Mw;6.1;VANUATU;2020-05-27 09:27;862077;
2020-05-22;08:46:08;22.48;-107.92;10; ;Mw;6.1;OFF COAST OF SINALOA, MEXICO;2020-05-22 14:01;860345;
2020-05-15;11:03:28;38.16;-117.86;10;f;Mw;6.5;NEVADA;2020-05-18 07:35;857265;
2020-05-12;22:41:14;-12.03;166.59;127; ;Mw;6.6;SANTA CRUZ ISLANDS;2020-05-12 23:13;856439;
2020-05-07;11:21:20;-4.47;154.71;480; ;Mw;6.1;BOUGAINVILLE REGION, P.N.G.;2020-05-07 12:53;854816;
2020-05-06;13:53:55;-6.85;129.83;99; ;Mw;6.8;BANDA SEA;2020-05-06 15:04;854548;
2020-05-02;12:51:05;34.14;25.70;10; ;Mw;6.6;CRETE, GREECE;2020-05-04 07:45;853296;
2020-04-25;02:53:08;-6.48;154.20;30; ;Mw;6.2;BOUGAINVILLE REGION, P.N.G.;2020-04-25 11:48;851198;
2020-04-19;20:39:05;38.95;141.96;42; ;Mw;6.4;NEAR EAST COAST OF HONSHU, JAPAN;2020-04-20 04:26;849673;
2020-04-18;08:25:37;27.13;140.09;470;f;Mw;6.6;BONIN ISLANDS, JAPAN REGION;2020-04-18 09:04;849227;
2020-04-16;08:04:37;16.96;-85.73;10;f;Mw;6.0;NORTH OF HONDURAS;2020-04-16 08:25;848555;
2020-04-14;01:06:44;-30.49;-176.24;10;f;Mw;6.0;KERMADEC ISLANDS REGION;2020-04-14 06:47;847842;
2020-04-12;06:57:48;-36.87;77.44;10;f;Mw;6.1;MID-INDIAN RIDGE;2020-04-12 17:28;847305;
2020-03-31;23:52:31;44.45;-115.14;10;f;Mw;6.5;SOUTHERN IDAHO;2020-04-01 06:55;843708;
2020-03-26;15:38:02;5.76;125.14;50;f;Mw;6.1;MINDANAO, PHILIPPINES;2020-03-26 16:34;842102;
2020-03-25;02:49:21;48.98;157.73;60; ;Mw;7.5;EAST OF KURIL ISLANDS;2020-03-25 10:10;841592;
2020-03-22;22:38:05;-4.68;-104.87;10;f;Mw;6.1;CENTRAL EAST PACIFIC RISE;2020-03-22 23:17;840916;
2020-03-18;17:45:38;-11.04;115.12;10;f;Mw;6.3;SOUTH OF BALI, INDONESIA;2020-03-18 18:03;839562;
2020-03-18;03:13:47;-13.12;167.07;197; ;Mw;6.1;VANUATU;2020-03-18 08:21;839345;
2020-03-14;10:01:16;-27.55;-175.64;10;f;Mw;6.3;KERMADEC ISLANDS REGION;2020-03-14 10:23;838344;
2020-02-23;16:00:29;38.42;44.55;10;f;Mw;6.0;TURKEY-IRAN BORDER REGION;2020-02-24 09:44;832582;
2020-02-13;10:33:44;45.74;148.71;150;f;Mw;6.9;KURIL ISLANDS;2020-02-13 10:52;829537;
2020-02-09;06:04:29;-5.44;152.09;35;f;Mw;6.2;NEW BRITAIN REGION, P.N.G.;2020-02-09 12:28;828355;
2020-02-08;14:32:59;-59.73;-25.87;15;f;Mw;6.1;SOUTH SANDWICH ISLANDS REGION;2020-02-09 12:09;828127;
2020-02-06;13:40:05;5.49;126.57;10;f;Mw;6.0;MINDANAO, PHILIPPINES;2020-02-06 13:53;827418;
2020-02-05;18:12:37;-6.09;113.11;600; ;Mw;6.2;JAVA, INDONESIA;2020-02-05 18:44;827165;
2020-01-29;13:49:50;-10.33;161.28;95; ;Mw;6.0;SOLOMON ISLANDS;2020-01-29 14:10;824501;
2020-01-28;21:55:17;19.04;-80.88;10;f;Mw;6.1;CAYMAN ISLANDS REGION;2020-01-28 22:36;824245;
2020-01-28;19:10:25;19.37;-78.85;10;f;Mw;7.7;CUBA REGION;2020-01-29 08:55;824193;
2020-01-27;05:02:02;-10.05;161.01;30;f;Mw;6.3;SOLOMON ISLANDS;2020-01-27 08:07;823612;
2020-01-26;06:31:57;51.26;-179.93;30;f;Mw;6.1;ANDREANOF ISLANDS, ALEUTIAN IS.;2020-01-26 08:40;823301;
2020-01-24;17:55:14;38.37;39.22;15;f;Mw;6.8;EASTERN TURKEY;2020-01-24 18:27;822667;
2020-01-23;05:53:03;51.99;-177.73;10; ;Mw;6.2;ANDREANOF ISLANDS, ALEUTIAN IS.;2020-01-23 08:11;822085;
2020-01-20;06:51:39;-59.30;-26.35;115; ;Mw;6.1;SOUTH SANDWICH ISLANDS REGION;2020-01-20 08:00;821080;
2020-01-19;16:58:20;-0.03;123.80;130; ;Mw;6.1;SULAWESI, INDONESIA;2020-01-19 20:59;820926;
2020-01-19;13:27:57;39.85;77.14;10; ;Mw;6.0;SOUTHERN XINJIANG, CHINA;2020-01-20 10:58;820876;
2020-01-18;16:38:14;-2.83;139.32;48; ;Mw;6.0;NEAR N COAST OF PAPUA, INDONESIA;2020-01-19 11:25;820618;
2020-01-09;08:38:10;62.29;171.19;10; ;Mw;6.3;CHUKOTKA, RUSSIA;2020-01-09 08:57;817982;
2020-01-07;19:11:36;-5.11;151.17;130; ;Mw;6.0;NEW BRITAIN REGION, P.N.G.;2020-01-08 07:29;817567;
2020-01-07;08:24:26;17.85;-66.80;10;f;Mw;6.4;PUERTO RICO REGION;2020-01-07 11:04;817438;
2020-01-07;06:05:20;2.45;96.43;20; ;Mw;6.2;SIMEULUE, INDONESIA;2020-01-07 07:53;817421;
2020-01-05;04:40:49;16.41;-94.38;88; ;Mw;6.0;OAXACA, MEXICO;2020-01-05 10:21;816997;
2019-12-25;20:20:15;-25.38;-115.87;20;f;Mw;6.1;SOUTHERN EAST PACIFIC RISE;2019-12-26 23:52;814680;
2019-12-25;03:36:02;50.57;-129.94;10;f;Mw;6.3;VANCOUVER ISLAND, CANADA REGION;2019-12-25 04:53;814539;
2019-12-24;19:03:54;3.51;-74.04;22;f;Mw;6.0;COLOMBIA;2019-12-25 05:05;814473;
2019-12-24;16:43:32;-26.99;-63.35;559; ;Mw;6.0;SANTIAGO DEL ESTERO, ARGENTINA;2019-12-25 04:52;814449;
2019-12-23;20:56:24;50.52;-129.75;15;f;Mw;6.0;VANCOUVER ISLAND, CANADA REGION;2019-12-24 17:31;814289;
2019-12-23;19:49:43;50.56;-129.93;12;f;Mw;6.0;VANCOUVER ISLAND, CANADA REGION;2019-12-24 17:33;814285;
2019-12-20;11:39:52;36.57;70.60;214; ;Mw;6.1;HINDU KUSH REGION, AFGHANISTAN;2019-12-20 12:00;813512;
2019-12-15;06:11:52;6.73;125.15;20;f;Mw;6.8;MINDANAO, PHILIPPINES;2019-12-16 16:05;812196;
2019-12-06;13:04:48;-15.39;-175.31;10;f;Mw;6.1;TONGA;2019-12-06 14:12;810311;
2019-12-04;20:10:03;-19.02;169.59;260; ;Mw;6.0;VANUATU;2019-12-05 07:45;809914;
2019-12-03;08:46:35;-18.48;-70.56;40; ;Mw;6.0;OFFSHORE TARAPACA, CHILE;2019-12-03 16:28;809583;
2019-12-02;05:01:55;51.31;-178.15;30;f;Mw;6.0;ANDREANOF ISLANDS, ALEUTIAN IS.;2019-12-02 08:30;809360;
2019-11-27;07:23:40;35.66;23.16;67; ;Mw;6.0;CRETE, GREECE;2019-11-27 12:38;808151;
2019-11-26;02:54:11;41.38;19.47;10;f;Mw;6.4;ALBANIA;2019-11-26 16:01;807751;
2019-11-24;00:54:03;51.53;-175.62;40; ;Mw;6.3;ANDREANOF ISLANDS, ALEUTIAN IS.;2019-11-24 12:49;807325;
2019-11-23;12:11:16;1.68;132.76;10; ;Mw;6.1;PAPUA REGION, INDONESIA;2019-11-23 16:15;807235;
2019-11-20;23:50:44;19.47;101.41;12; ;Mw;6.1;LAOS;2019-11-21 07:52;806687;
2019-11-20;08:26:06;53.15;153.68;486; ;Mw;6.3;SEA OF OKHOTSK;2019-11-20 08:45;806544;
2019-11-20;04:27:04;13.95;-93.16;10;f;Mw;6.3;OFF COAST OF CHIAPAS, MEXICO;2019-11-20 07:49;806511;
2019-11-14;21:12:55;1.61;126.50;30;f;Mw;6.0;MOLUCCA SEA;2019-11-15 07:54;805355;
2019-11-14;16:17:42;1.62;126.42;52; ;Mw;7.1;MOLUCCA SEA;2019-11-14 16:42;805288;
2019-11-11;23:03:27;-18.96;-175.44;10;f;Mw;6.2;TONGA;2019-11-12 08:02;804685;
2019-11-08;10:44:47;-22.05;-179.59;610; ;Mw;6.5;SOUTH OF FIJI ISLANDS;2019-11-08 12:16;803992;
2019-11-05;23:17:24;-13.69;167.84;10; ;Mw;6.0;VANUATU;2019-11-06 07:38;803421;
2019-11-05;20:52:01;-57.99;-9.14;10; ;Mw;6.3;EAST OF SOUTH SANDWICH ISLANDS;2019-11-06 07:28;803391;
2019-11-04;22:43:32;-18.53;-175.31;10;f;Mw;6.6;TONGA;2019-11-04 23:08;803127;
2019-11-04;21:53:23;-31.78;-71.35;40; ;Mw;6.1;COQUIMBO, CHILE;2019-11-05 07:46;803116;
2019-11-02;18:08:43;-55.81;-26.31;20;f;Mw;6.1;SOUTH SANDWICH ISLANDS REGION;2019-11-03 09:10;802693;
2019-10-31;01:11:18;6.96;125.22;10;f;Mw;6.5;MINDANAO, PHILIPPINES;2019-10-31 01:35;802155;
2019-10-29;01:04:44;6.83;125.12;20;f;Mw;6.6;MINDANAO, PHILIPPINES;2019-10-29 01:28;801696;
2019-10-23;16:08:14;-1.14;-13.84;10;f;Mw;6.3;NORTH OF ASCENSION ISLAND;2019-10-24 06:40;800613;
2019-10-21;02:52:30;-19.04;169.47;237; ;Mw;6.4;VANUATU;2019-10-21 03:22;800081;
2019-10-16;11:37:05;6.80;125.02;10;f;Mw;6.4;MINDANAO, PHILIPPINES;2019-10-16 11:58;799196;
2019-09-29;15:57:56;-35.47;-72.91;26; ;Mw;6.8;OFFSHORE MAULE, CHILE;2019-09-29 16:55;795756;
2019-09-29;02:02:52;5.72;126.58;89; ;Mw;6.2;MINDANAO, PHILIPPINES;2019-09-29 02:31;795599;
2019-09-27;12:05:02;-30.21;-177.98;35;f;Mw;6.0;KERMADEC ISLANDS, NEW ZEALAND;2019-09-27 12:39;795169;
2019-09-26;16:36:17;-40.81;-72.12;128;f;Mw;6.1;LOS LAGOS, CHILE;2019-09-27 07:28;794895;
2019-09-25;23:46:43;-3.45;128.35;18;f;Mw;6.5;SERAM, INDONESIA;2019-09-26 07:58;794622;
2019-09-24;21:19:47;-33.76;56.31;10; ;Mw;6.0;SOUTHWEST INDIAN RIDGE;2019-09-26 07:32;794305;
2019-09-24;03:23:35;18.97;-67.36;10; ;Mw;6.0;PUERTO RICO REGION;2019-09-24 06:53;794098;
2019-09-19;07:32:00;-6.03;111.85;612; ;Mw;6.0;JAVA, INDONESIA;2019-09-19 08:54;793156;
2019-09-19;07:06:33;-6.03;111.85;626; ;Mw;6.2;JAVA, INDONESIA;2019-09-19 07:26;793151;
2019-09-01;15:54:21;-20.43;-178.53;608; ;Mw;6.7;FIJI REGION;2019-09-01 16:25;789794;
2019-08-29;15:07:58;43.62;-127.97;10; ;Mw;6.3;OFF COAST OF OREGON;2019-08-30 06:32;789168;
2019-08-28;23:46:41;41.03;143.00;33; ;Mw;6.1;HOKKAIDO, JAPAN REGION;2019-08-29 06:47;789024;
2019-08-27;23:55:17;-60.23;-26.53;10;f;Mw;6.6;SOUTH SANDWICH ISLANDS REGION;2019-08-28 00:16;788832;
2019-08-24;15:51:28;-14.29;167.20;127; ;Mw;6.0;VANUATU;2019-08-24 17:45;788210;
2019-08-21;14:28:25;-50.37;139.23;10;f;Mw;6.0;WESTERN INDIAN-ANTARCTIC RIDGE;2019-08-21 14:50;787633;
2019-08-20;13:03:53;-11.31;166.33;45;f;Mw;6.0;SANTA CRUZ ISLANDS;2019-08-20 14:11;787425;
2019-08-04;10:23:03;37.82;141.54;40;f;Mw;6.3;NEAR EAST COAST OF HONSHU, JAPAN;2019-08-04 15:23;784111;
2019-08-02;12:03:26;-7.25;104.82;40; ;Mw;6.8;SOUTHWEST OF SUMATRA, INDONESIA;2019-08-02 12:29;783706;
2019-08-02;05:50:55;-49.79;-113.77;10;f;Mw;6.0;SOUTHERN EAST PACIFIC RISE;2019-08-07 06:53;783658;
2019-08-01;18:28:06;-34.23;-72.22;20; ;Mw;6.8;OFFSHORE O'HIGGINS, CHILE;2019-08-01 19:19;783531;
2019-07-31;15:02:35;-16.21;167.98;192; ;Mw;6.5;VANUATU;2019-07-31 15:16;783281;
2019-07-27;18:31:08;33.17;137.26;376; ;Mw;6.3;NEAR S. COAST OF HONSHU, JAPAN;2019-07-28 06:17;782356;
2019-07-23;10:33:23;-61.33;154.16;10;f;Mw;6.0;BALLENY ISLANDS REGION;2019-07-23 11:45;781479;
2019-07-15;08:21:36;-5.95;149.54;72; ;Mw;6.2;NEW BRITAIN REGION, P.N.G.;2019-07-15 08:59;779553;
2019-07-14;09:10:50;-0.54;128.11;10; ;Mw;7.3;HALMAHERA, INDONESIA;2019-07-14 10:47;779218;
2019-07-14;05:39:22;-18.23;120.32;2; ;Mw;6.6;WESTERN AUSTRALIA;2019-07-14 11:06;779170;
2019-07-13;00:57:43;29.42;128.09;247; ;Mw;6.1;NORTHWEST OF RYUKYU ISLANDS;2019-07-14 17:49;778845;
2019-07-11;17:08:39;-4.65;155.22;514; ;Mw;6.0;BOUGAINVILLE REGION, P.N.G.;2019-07-12 06:40;778444;
2019-07-07;15:08:39;0.53;126.17;20;f;Mw;6.9;MOLUCCA SEA;2019-07-07 15:50;776757;
2019-07-06;03:19:57;35.79;-117.58;10; ;Mw;7.1;SOUTHERN CALIFORNIA;2019-07-06 03:39;775626;
2019-07-04;17:33:49;35.71;-117.51;11;f;Mw;6.4;SOUTHERN CALIFORNIA;2019-07-05 06:49;774997;
2019-07-04;04:30:45;51.13;-130.39;10;f;Mw;6.2;QUEEN CHARLOTTE ISLANDS REGION;2019-07-04 06:48;774911;
2019-07-01;17:13:31;-15.45;167.53;123; ;Mw;6.0;VANUATU;2019-07-02 06:42;774497;
2019-06-28;15:51:33;19.90;144.41;446; ;Mw;6.4;MAUG ISLANDS REG, N. MARIANA IS.;2019-06-29 13:02;773925;
2019-06-27;11:04:56;-30.32;-179.24;10; ;Mw;6.3;KERMADEC ISLANDS REGION;2019-06-27 13:36;773669;
2019-06-26;05:23:51;8.45;-82.77;40; ;Mw;6.2;PANAMA-COSTA RICA BORDER REGION;2019-06-26 06:41;773399;
